"","Brand","Year","Price","Odometer","Fuel","Seller_Type","Transmission","Owner"
"1165",NA,2012,400000,110000,"Diesel","Individual","Manual","First Owner"
"1166","Tata",2012,200000,70000,"Diesel","Individual","Manual","Second Owner"
"1167","Renault",2013,302000,60000,"Diesel","Individual","Manual","Second Owner"
"1168","Maruti",2011,215000,90000,"Diesel","Individual","Manual","Fourth & Above Owner"
"1169","Maruti",2004,155000,80000,"Petrol","Individual","Manual","Second Owner"
"1170","Toyota",2014,1000000,101000,"Diesel","Individual","Manual","Second Owner"
"1171","Mahindra",2018,550000,44000,"Diesel","Individual","Manual","First Owner"
"1172","Maruti",2006,200000,45000,"Petrol","Individual","Manual","First Owner"
"1173","Mahindra",2017,750000,120000,"Diesel","Individual","Manual","First Owner"
"1174","Maruti",2005,90000,90000,"Petrol","Individual","Manual","Second Owner"
"1175","Maruti",2007,80000,120000,"Petrol","Individual","Manual","Second Owner"
"1176","Hyundai",2013,229999,13500,"Petrol","Individual","Manual","First Owner"
"1177","Renault",2017,350000,10000,"Petrol","Individual","Manual","First Owner"
"1178","Hyundai",2015,325000,25000,"Petrol","Individual","Manual","Third Owner"
"1179","Tata",2018,450000,8500,"Petrol","Individual","Manual","First Owner"
"1180","Maruti",2012,250000,120000,"Diesel","Individual","Manual","First Owner"
"1181","Volkswagen",2012,225000,120000,"Diesel","Individual","Manual","First Owner"
"1182","Maruti",2009,150000,90246,"Petrol","Individual","Manual","Third Owner"
"1183","Maruti",2008,110000,90000,"Petrol","Individual","Manual","Second Owner"
"1184","Maruti",2010,150000,40000,"Petrol","Individual","Manual","Second Owner"
"1185","Maruti",2000,165000,60000,"Petrol","Individual","Manual","Fourth & Above Owner"
"1186","Renault",2017,610000,32000,"Diesel","Individual","Manual","Second Owner"
"1187","Tata",2013,170000,60400,NA,"Individual","Manual","First Owner"
"1188","Hyundai",2008,150000,70950,"Diesel","Individual","Manual","Second Owner"
"1189","Hyundai",2013,300000,90000,"Diesel","Individual","Manual","First Owner"
"1190","Hyundai",2015,375000,72000,"Diesel","Individual","Manual","First Owner"
"1191","Maruti",2013,390000,90000,"Diesel","Individual","Manual","First Owner"
"1192","Hyundai",2017,600000,10000,"Petrol","Individual","Manual","First Owner"
"1193","Maruti",2014,204999,25000,"Petrol","Individual","Manual","Second Owner"
"1194","Hyundai",2009,270000,80000,"Diesel","Individual","Manual","Second Owner"
"1195","Hyundai",2017,375000,NA,"Petrol","Individual","Manual","First Owner"
"1196","Maruti",2020,700000,1100,"Petrol","Individual","Manual","First Owner"
"1197","Maruti",2017,455000,40000,"Petrol","Individual","Manual","First Owner"
"1198","Hyundai",2017,375000,10000,"Petrol","Individual","Manual","First Owner"
"1199","Hyundai",2014,341000,31491,"Petrol","Individual","Manual","First Owner"
"1200","Maruti",2014,200000,107143,"Diesel","Individual","Manual","Second Owner"
"1201","Maruti",2017,450000,15000,"Petrol","Individual","Automatic","First Owner"
"1202","Hyundai",2012,170000,50000,"Petrol","Individual","Manual","Second Owner"
"1203","Toyota",2017,1900000,100000,"Diesel","Individual","Manual","First Owner"
"1204",NA,2016,500000,60000,"Diesel","Individual","Manual","First Owner"
"1205","Maruti",2016,819999,85000,"Diesel","Individual","Manual","First Owner"
"1206","Maruti",2014,351000,40000,"Petrol","Individual","Manual","Second Owner"
"1207","Hyundai",2011,195000,80000,"Petrol","Individual","Manual","Second Owner"
"1208","Maruti",2008,250000,82000,"Diesel","Individual","Manual","Second Owner"
"1209","Maruti",2008,120000,70000,"Petrol","Individual","Manual","Second Owner"
"1210","Maruti",2009,180000,70000,"Petrol","Individual","Manual","Third Owner"
"1211","Mahindra",2016,430000,20000,"Diesel","Individual","Manual","First Owner"
"1212","Tata",2012,75000,35000,"Petrol","Individual","Manual","Second Owner"
"1213","Mahindra",2017,750000,80000,"Diesel","Individual","Manual","First Owner"
"1214","Tata",2011,60000,40000,"Petrol","Individual","Manual","First Owner"
"1215","Toyota",2015,1500000,46412,"Diesel","Individual","Manual","First Owner"
"1216","Mahindra",2011,390000,150000,"Diesel","Individual","Manual","Fourth & Above Owner"
"1217","Mahindra",2016,630000,50000,"Diesel","Individual","Manual","First Owner"
"1218","Tata",2018,1085000,15000,"Diesel","Individual","Manual","First Owner"
"1219","Hyundai",2012,190000,60000,"Petrol","Individual","Manual","Second Owner"
"1220","Maruti",2018,550000,25000,"Petrol","Individual","Automatic","First Owner"
"1221","Maruti",2012,200000,90000,"Petrol","Individual","Manual","Third Owner"
"1222","Chevrolet",2011,165000,60000,"Petrol","Individual","Manual","First Owner"
"1223","Ford",2013,260000,65000,"Diesel","Individual","Manual","First Owner"
"1224","Maruti",2011,151000,40000,"Petrol","Individual","Manual","First Owner"
"1225","Maruti",2018,780000,50000,"Diesel",NA,"Manual","First Owner"
"1226","Tata",2012,175000,80000,"Diesel","Individual","Manual",NA
"1227","Tata",2010,170000,107500,"Diesel","Dealer","Manual","First Owner"
"1228","Tata",2013,210000,135000,"Diesel","Dealer","Manual","Second Owner"
"1229","Maruti",2007,90000,43826,"Petrol","Dealer","Manual","Second Owner"
"1230",NA,2016,535000,55838,"Petrol","Dealer","Manual","First Owner"
"1231","Maruti",2007,195000,112880,"Diesel","Dealer","Manual","First Owner"
"1232","Tata",2011,140000,90000,"Diesel","Individual","Manual","Third Owner"
"1233","Nissan",2012,350000,40000,"Petrol","Individual","Manual","First Owner"
"1234","Hyundai",2013,425000,66000,"Petrol","Individual","Manual","First Owner"
"1235","Renault",2017,300000,30300,"Petrol","Individual","Manual","First Owner"
"1236","Volkswagen",2013,340000,85000,"Diesel","Individual","Manual","Second Owner"
"1237","Maruti",2009,250000,80659,"Petrol","Dealer","Manual","First Owner"
"1238","Chevrolet",2008,170000,81324,"Petrol","Dealer","Manual","First Owner"
"1239","Honda",2013,NA,127884,"Diesel","Dealer","Manual","First Owner"
"1240","Chevrolet",2015,200000,50000,"Petrol","Individual","Manual","First Owner"
"1241","Chevrolet",2016,300000,25000,"Petrol","Individual","Manual","First Owner"
"1242","Honda",2015,300000,66755,"Diesel","Dealer","Manual","First Owner"
"1243","Honda",2013,380000,123084,"Petrol","Dealer","Manual","First Owner"
"1244","Maruti",2009,250000,806599,"Petrol","Dealer","Manual","First Owner"
"1245","Honda",2013,310000,95851,"Diesel","Dealer","Manual","First Owner"
"1246","Maruti",2010,260000,50000,"Petrol","Individual","Manual","First Owner"
"1247","Maruti",2008,150000,50000,"Petrol","Individual","Manual","Second Owner"
"1248","Maruti",2006,85000,60000,"Petrol","Individual","Manual","Second Owner"
"1249","Maruti",2015,280000,15000,"Petrol","Individual","Manual","Second Owner"
"1250","Mahindra",2016,850000,40000,"Diesel","Individual","Manual","First Owner"
"1251","Datsun",2017,375000,20000,"Petrol","Individual","Manual","Second Owner"
"1252","Hyundai",2006,125000,120000,"Diesel","Individual","Manual","Third Owner"
"1253","Chevrolet",2012,250000,110000,"Diesel","Individual","Manual","First Owner"
"1254","Toyota",2014,715000,234000,"Diesel","Individual","Manual","First Owner"
"1255","Hyundai",2011,220000,70000,"Diesel","Individual","Manual","First Owner"
"1256","Tata",NA,110000,110000,"Diesel","Individual","Manual","Second Owner"
"1257","Hyundai",2007,150000,84000,"Petrol","Individual","Manual","Second Owner"
"1258","Nissan",2012,300000,170000,"Diesel","Individual","Manual","First Owner"
"1259","Datsun",2017,220000,40000,"Petrol","Individual","Manual","First Owner"
"1260","Maruti",2006,75000,96000,"Petrol","Individual","Manual","Second Owner"
"1261","Tata",2009,100000,20000,"Diesel","Individual","Manual","First Owner"
"1262","Ford",2016,380000,15000,"Petrol","Individual","Manual","First Owner"
"1263","Hyundai",2007,100000,50000,"Petrol","Individual","Manual","First Owner"
"1264","Volkswagen",2010,480000,80000,"Petrol","Individual","Manual","Second Owner"
"1265","Toyota",2012,300000,124000,"Diesel","Individual","Manual","First Owner"
"1266","Chevrolet",2013,190000,70000,"Diesel","Individual","Manual","First Owner"
"1267","Ford",2012,190000,NA,"Diesel","Individual","Manual","Second Owner"
"1268","Ford",2017,650000,19014,"Petrol","Dealer","Manual","First Owner"
"1269","Toyota",2009,300000,23262,"Petrol","Dealer","Manual","First Owner"
"1270","Ford",2016,700000,29600,"Diesel","Dealer","Manual","First Owner"
"1271","Hyundai",2015,310000,35925,"Petrol","Dealer","Manual","First Owner"
"1272","Maruti",2018,500000,12000,"Petrol","Individual","Manual","First Owner"
"1273","Toyota",2013,415000,40771,"Petrol","Dealer","Manual","First Owner"
"1274","Maruti",2015,395000,30500,"Petrol",NA,"Automatic","Second Owner"
"1275","Toyota",2014,430000,42000,"Petrol","Dealer","Manual","Second Owner"
"1276","Toyota",2007,215000,55800,"Petrol","Dealer","Manual","Second Owner"
"1277","Renault",2014,550000,66569,"Diesel","Dealer","Manual","First Owner"
"1278","Volkswagen",2014,415000,81358,"Diesel","Dealer","Manual","First Owner"
"1279","Volkswagen",2015,450000,82695,"Diesel","Dealer","Manual","First Owner"
"1280","Ford",2014,285000,68293,"Diesel","Dealer","Manual","Second Owner"
"1281","Honda",2016,580000,32000,"Petrol","Dealer","Automatic","First Owner"
"1282","Maruti",2014,300000,190621,"Diesel","Dealer","Manual","First Owner"
"1283","Hyundai",2018,1200000,60000,"Diesel","Individual","Manual","First Owner"
"1284","Maruti",2006,78000,64700,"Petrol","Individual","Manual","First Owner"
"1285","Maruti",2002,65000,100000,"Petrol","Individual","Manual",NA
"1286","Tata",2016,400000,88470,"Diesel","Individual","Manual","First Owner"
"1287","Hyundai",2016,850000,75000,"Diesel","Individual","Manual","First Owner"
"1288","Volkswagen",2013,450000,120000,"Diesel","Individual","Manual","Second Owner"
"1289","Mercedes-Benz",2012,2500000,35000,"Diesel","Individual","Automatic","First Owner"
"1290","Toyota",2017,780000,70000,"Diesel","Individual","Manual","First Owner"
"1291","Toyota",2017,3200000,57000,"Diesel","Individual","Automatic","First Owner"
"1292","Maruti",2020,350000,1000,"Petrol","Individual","Manual","First Owner"
"1293","Mahindra",2013,285000,120000,"Diesel","Individual","Manual","Second Owner"
"1294","Volkswagen",2015,525000,98000,"Diesel","Dealer","Manual","First Owner"
"1295","Maruti",2014,550000,90000,"Diesel","Dealer","Manual","Second Owner"
"1296","Volkswagen",2018,580000,70000,"Diesel","Individual","Manual","First Owner"
"1297","Tata",2013,75000,25000,"Petrol","Individual","Manual","Third Owner"
"1298","Tata",2009,185000,60000,"Diesel","Individual","Manual","Third Owner"
"1299","Maruti",2007,110000,90000,"Petrol","Individual","Manual","Fourth & Above Owner"
"1300","Honda",2004,180000,200000,"Petrol","Individual","Manual","Second Owner"
"1301","Volkswagen",2010,350000,110000,"Diesel","Individual","Manual","Second Owner"
"1302","Chevrolet",2005,60000,126000,"Petrol","Individual","Manual","Second Owner"
"1303","Mahindra",2018,695000,70000,"Diesel","Individual","Manual","First Owner"
"1304","Mahindra",2019,2700000,5000,"Diesel","Individual","Automatic","First Owner"
"1305","Maruti",2007,135000,74183,"Petrol","Individual","Manual","Second Owner"
"1306","Mahindra",2015,640000,70000,"Diesel","Individual","Manual","Second Owner"
"1307","Maruti",2014,160000,90000,"Petrol","Individual","Manual","First Owner"
"1308","Tata",2004,80000,46000,"Petrol","Individual","Manual","Second Owner"
"1309","Maruti",2013,340000,110000,"Diesel","Individual","Manual","Second Owner"
"1310","Maruti",2012,110000,80000,"Diesel","Individual","Manual","Second Owner"
"1311","Tata",2013,250000,90000,"Diesel","Individual","Manual","Second Owner"
"1312","Toyota",2017,1300000,70000,"Diesel","Individual","Manual","First Owner"
"1313","Mahindra",2014,250000,1,"Diesel","Individual","Manual","Second Owner"
"1314","Toyota",2009,450000,192000,"Diesel","Individual","Manual","First Owner"
"1315","Maruti",2013,240000,70000,"Petrol","Individual","Manual","Fourth & Above Owner"
"1316","Mahindra",2007,225000,120000,"Diesel","Individual","Manual","Second Owner"
"1317","Maruti",2015,275000,60000,"Petrol","Individual","Manual","Second Owner"
"1318","Tata",2012,320000,120000,"Diesel","Individual","Manual","Second Owner"
"1319","Maruti",2008,75000,120000,"Petrol","Individual","Manual","First Owner"
"1320","Tata",2007,85000,50000,"Petrol","Individual","Manual","Second Owner"
"1321","Tata",2009,90000,120000,"Diesel","Individual","Manual","First Owner"
"1322","Maruti",2007,85000,80000,"Petrol","Individual","Manual","Second Owner"
"1323","Mahindra",2008,350000,80000,"Diesel","Individual","Manual","Second Owner"
"1324","Skoda",2009,355000,100000,"Diesel","Individual","Automatic","Second Owner"
"1325","Maruti",2020,619000,1500,"Petrol","Individual",NA,"First Owner"
"1326","Jeep",2018,1700000,50000,"Diesel","Individual","Manual","First Owner"
"1327","Tata",2006,55000,100000,"Diesel","Individual","Manual","Second Owner"
"1328","Ford",2006,95000,83411,"Petrol","Individual","Manual","First Owner"
"1329","Volkswagen",2011,300000,120000,"Diesel","Individual","Manual","Second Owner"
"1330","Ford",2006,81000,83411,"Petrol","Individual","Manual","First Owner"
"1331","Skoda",2015,1000000,80000,"Diesel","Individual","Automatic","Second Owner"
"1332","Maruti",2019,925000,50000,"Diesel","Individual","Manual","First Owner"
"1333","Mahindra",2015,450000,40000,"Diesel","Individual","Manual","First Owner"
"1334","Mahindra",2014,600000,13270,"Diesel","Individual","Manual","First Owner"
"1335","Hyundai",2006,85000,100000,"Petrol","Individual","Automatic","Third Owner"
"1336","Mahindra",2016,700000,50000,"Diesel","Individual","Manual","First Owner"
"1337","Hyundai",2017,486000,26500,"Petrol","Individual","Manual","First Owner"
"1338","Maruti",2013,400000,90000,"Diesel","Individual","Manual","First Owner"
"1339","Ford",2008,120000,100000,"Petrol","Individual","Manual","Third Owner"
"1340","Maruti",2018,275000,35000,"Petrol","Individual",NA,"First Owner"
"1341","Hyundai",2016,580000,57000,"Diesel","Individual","Manual","First Owner"
"1342","Maruti",2015,375000,70000,"Petrol","Individual","Manual","First Owner"
"1343","Maruti",2015,229999,100000,"Petrol","Individual","Manual","Third Owner"
"1344","Maruti",2010,110000,88000,"Petrol","Individual","Manual","Second Owner"
"1345","Maruti",2017,600000,60000,"Diesel","Individual","Manual","First Owner"
"1346","Maruti",2009,120000,76000,"Petrol","Individual","Manual","Second Owner"
"1347","Ford",2010,200000,100000,"Diesel","Individual","Manual","Second Owner"
"1348","Hyundai",2012,450000,110000,"Diesel","Individual","Manual","Second Owner"
"1349","Hyundai",2012,550000,80000,"Diesel","Individual","Manual","Second Owner"
"1350","Maruti",2012,220000,80000,"Petrol","Individual","Manual","Second Owner"
"1351","Maruti",2001,40000,30000,"Petrol","Individual","Manual","First Owner"
"1352","Renault",2017,300000,20000,"Petrol","Individual","Automatic","First Owner"
"1353","Mahindra",2018,630000,40000,"Diesel","Individual","Manual","First Owner"
"1354","Maruti",2017,610000,40000,"Diesel","Individual","Manual","Second Owner"
"1355","Hyundai",2019,660000,7000,"Petrol","Individual","Manual","Second Owner"
"1356","Maruti",2012,220000,80000,"LPG","Individual","Manual","Second Owner"
"1357","Nissan",2011,138000,90000,"Diesel","Individual","Manual","Second Owner"
"1358","Nissan",2013,210000,13770,"Diesel","Individual","Manual","First Owner"
"1359","Maruti",2005,125000,34000,"Petrol","Dealer","Manual","First Owner"
"1360","Maruti",2008,125000,102000,"Petrol","Dealer","Manual","First Owner"
"1361","Honda",2014,725000,110000,"Diesel","Individual","Manual","First Owner"
"1362","Maruti",2011,170000,90000,"Petrol","Individual","Manual","Second Owner"
"1363","Toyota",2015,1200000,70000,"Diesel","Individual","Manual","Third Owner"
"1364","Maruti",2003,NA,90000,"Petrol","Individual","Manual","Second Owner"
"1365","Maruti",2007,100000,70000,"Petrol","Individual","Manual","Second Owner"
"1366","Honda",2006,300000,80000,"Petrol","Individual","Manual","Second Owner"
"1367","Maruti",2013,450000,100000,"Diesel","Individual","Manual","Second Owner"
"1368","Maruti",2015,530000,100000,"Diesel","Individual","Manual","First Owner"
"1369","Maruti",2007,100000,143000,"Petrol","Individual","Manual","Third Owner"
"1370","Honda",2010,350000,115000,"Petrol","Individual","Manual","Second Owner"
